Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
ERR3225653,2019-03-28 09:08:43,2019-06-13 19:17:30,13921811,841141757,0,60,240,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era3/ERR/ERR3225/ERR3225653,ERX3253105,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213656,SAMEA5408346,simple,319699,Equus asinus x caballus,SAMEA5408346,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,DEEFEF3582A1AF8D46CAF00D21E664FD,77C1C39501CF8F3F03EE034E5724C7E1
ERR3225654,2019-03-28 09:08:43,2019-06-12 17:55:14,152638300,8221150952,0,53,2106,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3225/ERR3225654,ERX3253106,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213657,SAMEA5408347,simple,9796,Equus caballus,SAMEA5408347,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,9EA1099B42A66F39DEE1F8B66FDD2006,E8095028584B65CDDBB0648C1F8C1DAD
ERR3225655,2019-03-28 09:08:43,2019-06-12 21:51:50,339382360,18116724566,1853123,53,4370,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225655,ERX3253107,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213658,SAMEA5408348,simple,9796,Equus caballus,SAMEA5408348,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,0F9130E80D637A4080B70164E283FD50,1061CEF3DEA23A341201C95F890B4F31
ERR3225661,2019-03-28 09:08:43,2019-06-13 19:16:27,7968973,391811815,0,49,121,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR3225/ERR3225661,ERX3253113,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213664,SAMEA5408354,simple,319699,Equus asinus x caballus,SAMEA5408354,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,DA4D17472795FC8C7319B96B23AD7DC8,1983F6F11F1E3E5301E7E1C8E57B411E
ERR3225662,2019-03-28 09:08:43,2019-06-13 19:15:11,1375653,81871728,0,59,23,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225662,ERX3253114,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213665,SAMEA5408355,simple,319699,Equus asinus x caballus,SAMEA5408355,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,068248DFB0892903D9FC03E4A9F378F7,CA6446C79EFE5A2FF27C8D2E3E82A005
ERR3225663,2019-03-28 09:08:43,2019-06-13 19:16:21,8573743,523970036,0,61,163,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR3225/ERR3225663,ERX3253115,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213666,SAMEA5408356,simple,319699,Equus asinus x caballus,SAMEA5408356,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,69429309D2F215A905AD9BF883BA3BA8,271C5093DE98F455383E31305980435D
ERR3225664,2019-03-28 09:08:43,2019-06-13 19:15:41,4097430,268694289,0,65,86,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR3225/ERR3225664,ERX3253116,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213667,SAMEA5408357,simple,9793,Equus asinus,SAMEA5408357,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,FC0CEAB16B811F73C71DC6CD2F388F06,333C1AEB9C0EB83C9A28F73B6DAFD1F7
ERR3225665,2019-03-28 09:08:43,2019-06-13 20:26:35,44648981,2644889153,0,59,804,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225665,ERX3253117,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213668,SAMEA5408358,simple,9796,Equus caballus,SAMEA5408358,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,00D52C40B44C21042845C537074A3AB0,C08F704BE70A039E966F49AFDDF57B19
ERR3225656,2019-03-28 09:08:43,2019-06-13 19:19:33,24041304,1165260419,0,48,366,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225656,ERX3253108,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213659,SAMEA5408349,simple,319699,Equus asinus x caballus,Yenikapi_Tur206_1443,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,702FE2A0C981552599CCB5F98D472544,1810DED4DBF545F832D7AD2CD285ABD0
ERR3225657,2019-03-28 09:08:43,2019-06-12 18:22:25,198961238,10721273307,0,53,2991,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225657,ERX3253109,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213660,SAMEA5408350,simple,9796,Equus caballus,Yenikapi_Tur229_1443,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,8A6A7C773AB7D11FE5C937D00E0D8C2C,2AF585F672831E4217CD7AB0465E3200
ERR3225658,2019-03-28 09:08:43,2019-06-13 20:49:57,106771747,6156143046,0,57,1791,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225658,ERX3253110,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213661,SAMEA5408351,simple,9796,Equus caballus,Yenikapi_Tur243_1443,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,5C42D9FD4328D526F9A9A344AA87D7A9,3CA714A587399216EC85CB671B8AC23B
ERR3225659,2019-03-28 09:08:43,2019-06-13 19:16:37,7665436,475277338,0,62,137,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225659,ERX3253111,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213662,SAMEA5408352,simple,319699,Equus asinus x caballus,Yenikapi_Tur244_1443,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,5AA80883636B5AA611064CBE6B94C438,427E805681BD29E75C24ECC390233C1B
ERR3225471,2019-03-28 09:08:40,2019-06-13 19:14:33,8051844,447694996,0,55,135,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225471,ERX3252923,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213474,SAMEA5408164,simple,9796,Equus caballus,SAMEA5408164,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,D4E920E1447E9F68F1EBE53ECC43613B,4E72FBA7116384C65C796FC309EB5A30
ERR3225472,2019-03-28 09:08:40,2019-06-13 19:08:20,6804310,417503661,0,61,129,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225472,ERX3252924,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213475,SAMEA5408165,simple,9793,Equus asinus,SAMEA5408165,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,43C3C70FD5704D496B8999F8F471E041,ACE31CC008913998B96AB74BB80D386E
ERR3225473,2019-03-28 09:08:40,2019-06-13 19:15:21,10763925,621491665,0,57,187,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era5/ERR/ERR3225/ERR3225473,ERX3252925,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213476,SAMEA5408166,simple,9796,Equus caballus,SAMEA5408166,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,8C26B26B1C8E7CB55BFFDEC29EC239DB,6FF096565603419F2E5A6C625A1BE307
ERR3225474,2019-03-28 09:08:40,2019-06-12 17:03:53,160908068,8866968418,0,55,2510,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225474,ERX3252926,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213477,SAMEA5408167,simple,9796,Equus caballus,SAMEA5408167,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,39C1F52D5CC49A04E1B94F5F747AE4B2,0D8B0A7EAB6B70AF447528823F721009
ERR3225475,2019-03-28 09:08:40,2019-06-13 19:10:09,639653,36326889,0,56,13,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225475,ERX3252927,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213478,SAMEA5408168,simple,9796,Equus caballus,SAMEA5408168,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,12461DBF277A196FA47C9CBBBE0C09AE,89D8F735D75C0D73292982A482FE71EE
ERR3225476,2019-03-28 09:08:40,2019-06-13 19:11:35,509470,27134471,0,53,10,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225476,ERX3252928,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213479,SAMEA5408169,simple,9796,Equus caballus,SAMEA5408169,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,5EFE4C318A00CE1235C7E79D3B130BF8,6571D2E4A109304FBB740F9546D9BEFC
ERR3225477,2019-03-28 09:08:40,2019-06-13 19:07:53,449380,23860919,0,53,9,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225477,ERX3252929,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213480,SAMEA5408170,simple,9796,Equus caballus,SAMEA5408170,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,2EF9E368682D72E14BD1F72F3EA0B995,707DAD5FA03E5223CD61A6E375DD1A8F
ERR3225478,2019-03-28 09:08:40,2019-06-13 19:07:31,895962,44576512,0,49,16,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225478,ERX3252930,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213481,SAMEA5408171,simple,9796,Equus caballus,SAMEA5408171,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,91E3EEDA3382902A4780F101D67CBD48,AAD5B69A5A10A1410C79F285D0C58D63
ERR3225479,2019-03-28 09:08:40,2019-06-13 19:09:52,1160233,61865775,0,53,21,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225479,ERX3252931,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213482,SAMEA5408172,simple,9796,Equus caballus,SAMEA5408172,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,A4332FBA403FA579F828F05199F219B7,EB8457BC52F2036002ECECBCB332F4C3
ERR3225480,2019-03-28 09:08:40,2019-06-13 19:10:34,1656559,100585441,0,60,28,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225480,ERX3252932,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213483,SAMEA5408173,simple,9796,Equus caballus,SAMEA5408173,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,7CF34178701497D33D255E01CFA83494,BA8A5530E85428237DE92E54291879A0
ERR3225481,2019-03-28 09:08:40,2019-06-13 19:54:31,95486804,5739997548,0,60,1648,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era10/ERR/ERR3225/ERR3225481,ERX3252933,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213484,SAMEA5408174,simple,9796,Equus caballus,SAMEA5408174,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,FB6BA4A62BCD4B857C18ABAA14551362,EF6D2973E89F8C0849CA6528A390736D
ERR3225482,2019-03-28 09:08:40,2019-06-12 17:45:07,189777543,11642094870,0,61,2642,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3225/ERR3225482,ERX3252934,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213485,SAMEA5408175,simple,9796,Equus caballus,SAMEA5408175,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,1C25344DCA353BE33CEAFCDAE76A4500,7D7B4ECECCE2AA555B8227493AB2C4AE
ERR3225483,2019-03-28 09:08:40,2019-06-12 17:43:30,163465938,9795679192,0,59,2604,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3225/ERR3225483,ERX3252935,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213486,SAMEA5408176,simple,9796,Equus caballus,SAMEA5408176,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,65C486B7D6B4D9C2265C7CE5712EA2EA,CF4274D6588AEB5912A9EE57B905DA54
ERR3225484,2019-03-28 09:08:40,2019-06-13 19:18:45,20023406,1185648149,0,59,319,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225484,ERX3252936,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213487,SAMEA5408177,simple,9796,Equus caballus,SAMEA5408177,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,64F1A79376B6F26BFA84AB6C0ACDB835,CFB1DAE22F44FF476989D152489B9FA8
ERR3225485,2019-03-28 09:08:40,2019-06-13 19:17:10,18965250,1205557831,0,63,329,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era8/ERR/ERR3225/ERR3225485,ERX3252937,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213488,SAMEA5408178,simple,9796,Equus caballus,SAMEA5408178,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,8586E5EE5D5851E022D71AF4639E3F21,A6559F32594B971D9B22F41D6D8AB85D
ERR3225486,2019-03-28 09:08:40,2019-06-13 19:10:15,3360014,216726818,0,64,61,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225486,ERX3252938,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213489,SAMEA5408179,simple,9796,Equus caballus,SAMEA5408179,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,9C2B8B519AB6E02F048F55162E98BECE,EAB7BA7056603264E49267DD95DBD623
ERR3225487,2019-03-28 09:08:40,2019-06-13 19:13:16,18742684,1221983434,0,65,309,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225487,ERX3252939,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213490,SAMEA5408180,simple,9796,Equus caballus,SAMEA5408180,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,719BC61AAD6C1879A9DA6BB71DA34F2B,D676BE2749F0640A503DE41714E583DA
ERR3225488,2019-03-28 09:08:40,2019-06-13 19:06:49,540449,32945674,0,60,11,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225488,ERX3252940,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213491,SAMEA5408181,simple,9796,Equus caballus,SAMEA5408181,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,BEAD7FED0D0C05A7696636DACF30620E,64272E9F35CB507D86D70CAF3CB65DA9
ERR3225489,2019-03-28 09:08:40,2019-06-12 16:18:07,178878513,9165043478,113502,51,1949,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era1/ERR/ERR3225/ERR3225489,ERX3252941,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213492,SAMEA5408182,simple,9796,Equus caballus,SAMEA5408182,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,1068949AA9443D8857B0B78F499992ED,0942ADA4D4ABAAF5D2B59A3597F46906
ERR3225490,2019-03-28 09:08:40,2019-06-12 17:28:26,187476829,6094660914,218346,32,1838,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225490,ERX3252942,unspecified,WGS,RANDOM,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213493,SAMEA5408183,simple,9796,Equus caballus,SAMEA5408183,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,A6BF248D15BDA992587A9C4E959FAE41,A4EB31DAB217AB1039719A5584AF4F80
ERR3225491,2019-03-28 09:08:40,2019-06-13 19:09:32,490133,31713736,0,64,10,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225491,ERX3252943,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213494,SAMEA5408184,simple,9796,Equus caballus,SAMEA5408184,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,BDC5AB8B185C5D0FEB145F9D406FB7B1,53D99E80A75FC1AF2FBD520213A41E17
ERR3225492,2019-03-28 09:08:40,2019-06-13 19:08:24,799298,43567463,0,54,12,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225492,ERX3252944,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213495,SAMEA5408185,simple,9796,Equus caballus,SAMEA5408185,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,18CFF0212C91E61340B88D4F5DC80754,48961AB0BCBA2D0CCA7E0E327D9568E3
ERR3225493,2019-03-28 09:08:40,2019-06-13 19:10:09,1030740,58518902,0,56,17,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225493,ERX3252945,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213496,SAMEA5408186,simple,9796,Equus caballus,SAMEA5408186,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,D6E60FE6EE709E6DD4C5AF9112904473,CA3F83FBBA0E69A5A3F146562D54F9C2
ERR3225494,2019-03-28 09:08:40,2019-06-13 19:10:53,3672865,216353920,0,58,59,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225494,ERX3252946,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213497,SAMEA5408187,simple,9796,Equus caballus,SAMEA5408187,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,54177C507AE851A211EADCAB2650E026,BF7271A49204F902B7C252E997B5E1CB
ERR3225495,2019-03-28 09:08:40,2019-06-13 19:12:39,3557816,188311341,0,52,61,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225495,ERX3252947,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213498,SAMEA5408188,simple,9796,Equus caballus,SAMEA5408188,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,AF9E61AEF80A5AD7F93552985F5F6A81,5FD41ADC4D3C1167CDB4B23664DB30F7
ERR3225496,2019-03-28 09:08:40,2019-06-13 19:12:47,4860337,268197004,0,55,88,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225496,ERX3252948,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213499,SAMEA5408189,simple,9796,Equus caballus,SAMEA5408189,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,BF85BD36441DD826600CFFF3B44BFD4A,B249660B91AD00B6080204415B75109C
ERR3225497,2019-03-28 09:08:40,2019-06-13 19:11:38,6895048,369795172,0,53,119,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225497,ERX3252949,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213500,SAMEA5408190,simple,9796,Equus caballus,SAMEA5408190,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,440699D2CC4621282DD6E311A8848F13,0B96ED407FF81D6116E6BFB417B78D60
ERR3225498,2019-03-28 09:08:40,2019-06-13 19:09:49,10480082,602951191,0,57,192,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225498,ERX3252950,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213501,SAMEA5408191,simple,319699,Equus asinus x caballus,SAMEA5408191,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,1EFBAB69436493F8E7BEF7C7928C0920,D48F79B26210FE9178AEE7BF1FB1F88F
ERR3225499,2019-03-28 09:08:40,2019-06-12 21:18:47,262463123,14571846945,0,55,3932,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225499,ERX3252951,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213502,SAMEA5408192,simple,9796,Equus caballus,SAMEA5408192,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,441C145716618CCD5F72DFB93C9CF7B3,9BD50335BA535175F75307B608AB2ABC
ERR3225500,2019-03-28 09:08:40,2019-06-13 19:13:05,7790494,467920659,0,60,144,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225500,ERX3252952,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213503,SAMEA5408193,simple,9796,Equus caballus,SAMEA5408193,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,8E870A0A9A233C053F326E9916DDC905,B988C72453C4883CE2401F94F3B15C1B
ERR3225501,2019-03-28 09:08:40,2019-06-13 19:23:38,68507897,3713481649,0,54,1072,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era7/ERR/ERR3225/ERR3225501,ERX3252953,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213504,SAMEA5408194,simple,9796,Equus caballus,SAMEA5408194,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,B5C446FDFDCE7973895D8ACD147A438F,50EC0263FADAB18EBDDBB94C1F4CB563
ERR3225502,2019-03-28 09:08:40,2019-06-13 19:07:39,3431682,192816278,0,56,54,EQUCAB2,https://sra-download.ncbi.nlm.nih.gov/traces/era11/ERR/ERR3225/ERR3225502,ERX3252954,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213505,SAMEA5408195,simple,319699,Equus asinus x caballus,SAMEA5408195,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,F8E7F61A2B95E97EB8F8829C46B79DDA,C9E0F9E86171583A879C1183FDAFC0F8
ERR3225503,2019-03-28 09:08:40,2019-06-12 17:02:44,141100678,8127809862,0,57,2232,GCA_000002305.1,https://sra-download.ncbi.nlm.nih.gov/traces/era4/ERR/ERR3225/ERR3225503,ERX3252955,unspecified,WGS,RANDOM,GENOMIC,SINGLE,0,0,ILLUMINA,Illumina HiSeq 2500,ERP114186,PRJEB31613,,529397,ERS3213506,SAMEA5408196,simple,9796,Equus caballus,SAMEA5408196,,,,,,,no,,,,,CENTRE FOR GEOGENETICS,ERA1772933,,public,80F8A769A1B4987683940A8720528A72,C8E9C9D3923191DD1F1934F5991FF641
